Name,Sex,Team,NOC,Year,City,Type,Sport,Event,Medal,Sport ID,Type.1
Carlo Faini,M,Italy,ITA,1932,Los Angeles,Weapon Sports,Fencing,"Fencing Men's epee, Individual",Bronze,32,Weapon Sports
Carlo Faini,M,Italy,ITA,1932,Los Angeles,Weapon Sports,Fencing,"Fencing Men's epee, Team",Silver,32,Weapon Sports
Carlo Faini,M,Italy,ITA,1948,London,Weapon Sports,Fencing,"Fencing Men's epee, Team",Silver,32,Weapon Sports
Erik Gren,M,Sweden,SWE,1936,Berlin,Combat Sports,Boxing,Boxing Men's Lightweight,Bronze,13,Combat Sports
Ioannis Agrimis,M,"Large boat, Central Naval Prep School ""Poros""-1",GRE,1906,Athina,Water Sports,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold,52,Water Sports
Estella (-blits),F,Netherlands,NED,1928,Amsterdam,Gymnastics,Gymnastics,Gymnastics Women's Team All-Around,Gold,36,Gymnastics
Taismary (-botteghi),F,Cuba,CUB,2000,Sydney,Team Ball Sports,Volleyball,Volleyball Women's Volleyball,Gold,70,Team Ball Sports
Jos Pulsn,M,Cuba,CUB,1980,Moskva,Combat Sports,Boxing,Boxing Men's Light-Welterweight,Bronze,13,Combat Sports
Macarena Daz,F,Spain,ESP,2012,London,Team Ball Sports,Handball,Handball Women's Handball,Bronze,37,Team Ball Sports
Sandra Navarro,F,Spain,ESP,2016,Rio de Janeiro,Gymnastics,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,50,Gymnastics
Jorge Ruiz,M,Cuba,CUB,1992,Barcelona,Athletics,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,7,Athletics
Sri Agustiani,F,Indonesia,INA,2016,Rio de Janeiro,Endurance Sports,Weightlifting,Weightlifting Women's Flyweight,Silver,72,Endurance Sports
Robyn Mow-santos,F,United States,USA,2008,Beijing,Team Ball Sports,Volleyball,Volleyball Women's Volleyball,Silver,70,Team Ball Sports
Timothy Ahearne,M,Great Britain,GBR,1908,London,Athletics,Athletics,Athletics Men's Triple Jump,Gold,7,Athletics
Bruno Ahlberg,M,Finland,FIN,1932,Los Angeles,Combat Sports,Boxing,Boxing Men's Welterweight,Bronze,13,Combat Sports
Anselm Ahlfors,M,Finland,FIN,1924,Paris,Combat Sports,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver,73,Combat Sports
Anders Ahlgren,M,Sweden,SWE,1912,Stockholm,Combat Sports,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Silver,73,Combat Sports
George Ahlgren,M,United States,USA,1948,London,Water Sports,Rowing,Rowing Men's Coxed Eights,Gold,52,Water Sports
Christian Ahlmann,M,Germany,GER,2004,Athina,Equestrian,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,31,Equestrian
Christian Ahlmann,M,Germany,GER,2016,Rio de Janeiro,Equestrian,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,31,Equestrian
Thure Ahlqvist,M,Sweden,SWE,1932,Los Angeles,Combat Sports,Boxing,Boxing Men's Lightweight,Silver,13,Combat Sports
Sten Hlund,M,Sweden,SWE,1952,Helsinki,Team Ball Sports,Football,Football Men's Football,Bronze,34,Team Ball Sports
Tontowi Ahmad,M,Indonesia-1,INA,2016,Rio de Janeiro,Racket Sports,Badminton,Badminton Mixed Doubles,Gold,8,Racket Sports
Arne Hman,M,Sweden,SWE,1948,London,Athletics,Athletics,Athletics Men's Triple Jump,Gold,7,Athletics
Jrg Ahmann,M,Germany-1,GER,2000,Sydney,Team Ball Sports,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze,12,Team Ball Sports
Christine (-perham),F,United States,USA,1992,Barcelona,Water Sports,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,61,Water Sports
Christine (-perham),F,United States,USA,1992,Barcelona,Water Sports,Swimming,Swimming Women's 100 metres Butterfly,Silver,61,Water Sports
Christine (-perham),F,United States,USA,1992,Barcelona,Water Sports,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,61,Water Sports
Muhammad Ahmed,M,Pakistan,PAK,1992,Barcelona,Team Ball Sports,Hockey,Hockey Men's Hockey,Bronze,38,Team Ball Sports
Muhammad Ahmed,M,Pakistan,PAK,1968,Mexico City,Team Ball Sports,Hockey,Hockey Men's Hockey,Gold,38,Team Ball Sports
Ishtiaq Ahmed,M,Pakistan,PAK,1984,Los Angeles,Team Ball Sports,Hockey,Hockey Men's Hockey,Gold,38,Team Ball Sports
Riaz Ahmed,M,Pakistan,PAK,1972,Munich,Team Ball Sports,Hockey,Hockey Men's Hockey,Silver,38,Team Ball Sports
Arthur Ahnger,M,Lucky Girl-1,FIN,1912,Stockholm,Other Traditional Sports,Sailing,Sailing Mixed 8 metres,Bronze,55,Other Traditional Sports
Peter Ahrendt,M,Mutafo,GER,1964,Tokyo,Other Traditional Sports,Sailing,Sailing Mixed Three Person Keelboat,Silver,55,Other Traditional Sports
Brigitte Ahrenholz,F,East Germany,GDR,1976,Montreal,Water Sports,Rowing,Rowing Women's Coxed Eights,Gold,52,Water Sports
Christian Ahrens,M,United States,USA,2004,Athina,Water Sports,Rowing,Rowing Men's Coxed Eights,Gold,52,Water Sports
Marlene (-ebensperger),F,Chile,CHI,1956,Melbourne,Athletics,Athletics,Athletics Women's Javelin Throw,Silver,7,Athletics
Matteo Aicardi,M,Italy,ITA,2012,London,Team Ball Sports,Water Polo,Water Polo Men's Water Polo,Silver,71,Team Ball Sports
Matteo Aicardi,M,Italy,ITA,2016,Rio de Janeiro,Team Ball Sports,Water Polo,Water Polo Men's Water Polo,Bronze,71,Team Ball Sports
Mara Amicarelli,F,Argentina,ARG,2000,Sydney,Team Ball Sports,Hockey,Hockey Women's Hockey,Silver,38,Team Ball Sports
Mara Amicarelli,F,Argentina,ARG,2004,Athina,Team Ball Sports,Hockey,Hockey Women's Hockey,Bronze,38,Team Ball Sports
Mara Amicarelli,F,Argentina,ARG,2008,Beijing,Team Ball Sports,Hockey,Hockey Women's Hockey,Bronze,38,Team Ball Sports
Rosaria Aiello,F,Italy,ITA,2016,Rio de Janeiro,Team Ball Sports,Water Polo,Water Polo Women's Water Polo,Silver,71,Team Ball Sports
Franz Aigner,M,Austria,AUT,1924,Paris,Endurance Sports,Weightlifting,Weightlifting Men's Heavyweight,Silver,72,Endurance Sports
Hannes Aigner,M,Germany,GER,2012,London,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze,17,Water Sports
Nobuyuki Aihara,M,Japan,JPN,1956,Melbourne,Gymnastics,Gymnastics,Gymnastics Men's Team All-Around,Silver,36,Gymnastics
Nobuyuki Aihara,M,Japan,JPN,1956,Melbourne,Gymnastics,Gymnastics,Gymnastics Men's Floor Exercise,Silver,36,Gymnastics
Nobuyuki Aihara,M,Japan,JPN,1960,Roma,Gymnastics,Gymnastics,Gymnastics Men's Team All-Around,Gold,36,Gymnastics
Nobuyuki Aihara,M,Japan,JPN,1960,Roma,Gymnastics,Gymnastics,Gymnastics Men's Floor Exercise,Gold,36,Gymnastics
Yutaka Aihara,M,Japan,JPN,1992,Barcelona,Gymnastics,Gymnastics,Gymnastics Men's Team All-Around,Bronze,36,Gymnastics
Ryoji Aikawa,M,Japan,JPN,2004,Athina,Team Ball Sports,Baseball,Baseball Men's Baseball,Bronze,9,Team Ball Sports
Alexander Aikman,M,Australia,AUS,1956,Melbourne,Water Sports,Rowing,Rowing Men's Coxed Eights,Bronze,52,Water Sports
Charles Ainslie,M,Great Britain,GBR,1996,Atlanta,Other Traditional Sports,Sailing,Sailing Mixed One Person Dinghy,Silver,55,Other Traditional Sports
Charles Ainslie,M,Great Britain,GBR,2000,Sydney,Other Traditional Sports,Sailing,Sailing Mixed One Person Dinghy,Gold,55,Other Traditional Sports
Charles Ainslie,M,Great Britain,GBR,2004,Athina,Other Traditional Sports,Sailing,Sailing Men's One Person Dinghy,Gold,55,Other Traditional Sports
Charles Ainslie,M,Great Britain,GBR,2008,Beijing,Other Traditional Sports,Sailing,Sailing Mixed One Person Dinghy,Gold,55,Other Traditional Sports
Charles Ainslie,M,Great Britain,GBR,2012,London,Other Traditional Sports,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold,55,Other Traditional Sports
John Ainsworth-davis,M,Great Britain,GBR,1920,Antwerpen,Athletics,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,7,Athletics
Robin Aisher,M,Great Britain,GBR,1968,Mexico City,Other Traditional Sports,Sailing,Sailing Mixed 5.5 metres,Bronze,55,Other Traditional Sports
Gordon Aitchison,M,Canada,CAN,1936,Berlin,Team Ball Sports,Basketball,Basketball Men's Basketball,Silver,10,Team Ball Sports
Frances (-leisk),F,Great Britain-1,GBR,1912,Stockholm,Racket Sports,Tennis,"Tennis Mixed Doubles, Covered Courts",Silver,65,Racket Sports
Brett Aitken,M,Australia,AUS,1992,Barcelona,Cycling Sports,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,20,Cycling Sports
Brett Aitken,M,Australia,AUS,1996,Atlanta,Cycling Sports,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,20,Cycling Sports
Brett Aitken,M,Australia,AUS,2000,Sydney,Cycling Sports,Cycling,Cycling Men's Madison,Gold,20,Cycling Sports
Vladimir Atoff,M,Union des Socits Franais de Sports Athletiques,FRA,1900,Paris,Team Ball Sports,Rugby,Rugby Men's Rugby,Gold,53,Team Ball Sports
Artur Aivazian,M,Ukraine,UKR,2008,Beijing,Weapon Sports,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,56,Weapon Sports
Eirini Andili,F,Greece,GRE,2000,Sydney,Gymnastics,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,50,Gymnastics
Oluwafemi Ajayi,M,Nigeria,NGR,2016,Rio de Janeiro,Team Ball Sports,Football,Football Men's Football,Bronze,34,Team Ball Sports
Omar Iglesias,M,Cuba,CUB,1992,Barcelona,Team Ball Sports,Baseball,Baseball Men's Baseball,Gold,9,Team Ball Sports
Omar Iglesias,M,Cuba,CUB,1996,Atlanta,Team Ball Sports,Baseball,Baseball Men's Baseball,Gold,9,Team Ball Sports
Omar Iglesias,M,Cuba,CUB,2000,Sydney,Team Ball Sports,Baseball,Baseball Men's Baseball,Silver,9,Team Ball Sports
Mobolade Ajomale,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,7,Athletics
Chioma (-opara),F,Nigeria,NGR,1996,Atlanta,Athletics,Athletics,Athletics Women's Long Jump,Gold,7,Athletics
Kriss Akabusi,M,Great Britain,GBR,1984,Los Angeles,Athletics,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,7,Athletics
Kriss Akabusi,M,Great Britain,GBR,1992,Barcelona,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Bronze,7,Athletics
Kriss Akabusi,M,Great Britain,GBR,1992,Barcelona,Athletics,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,7,Athletics
Kosei Akaishi,M,Japan,JPN,1984,Los Angeles,Combat Sports,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,73,Combat Sports
Kosei Akaishi,M,Japan,JPN,1992,Barcelona,Combat Sports,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,73,Combat Sports
Nasuh Akar,M,Turkey,TUR,1948,London,Combat Sports,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,73,Combat Sports
Hseyin Akba,M,Turkey,TUR,1956,Melbourne,Combat Sports,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze,73,Combat Sports
Hseyin Akba,M,Turkey,TUR,1964,Tokyo,Combat Sports,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver,73,Combat Sports
Vehbi Akda,M,Turkey,TUR,1972,Munich,Combat Sports,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,73,Combat Sports
Ernst Kerlund,M,Sweden,SWE,1948,London,Water Sports,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold,17,Water Sports
Ernst Kerlund,M,Sweden,SWE,1952,Helsinki,Water Sports,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver,17,Water Sports
Olle Kerlund,M,Bissbi,SWE,1932,Los Angeles,Other Traditional Sports,Sailing,Sailing Mixed 6 metres,Gold,55,Other Traditional Sports
Michelle Akers,F,United States,USA,1996,Atlanta,Team Ball Sports,Football,Football Women's Football,Gold,34,Team Ball Sports
Taha Akgl,M,Turkey,TUR,2016,Rio de Janeiro,Combat Sports,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,73,Combat Sports
Yelena (-sokolovskaya),F,Soviet Union,URS,1980,Moskva,Team Ball Sports,Volleyball,Volleyball Women's Volleyball,Gold,70,Team Ball Sports
Murodzhon Akhmadaliyev,M,Uzbekistan,UZB,2016,Rio de Janeiro,Combat Sports,Boxing,Boxing Men's Bantamweight,Bronze,13,Combat Sports
Artur Akhmatkhuzin,M,Russia,RUS,2016,Rio de Janeiro,Weapon Sports,Fencing,"Fencing Men's Foil, Team",Gold,32,Weapon Sports
Bakhtiyar Akhmedov,M,Russia,RUS,2008,Beijing,Combat Sports,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver,73,Combat Sports
Lyutvi Akhmedov,M,Bulgaria,BUL,1964,Tokyo,Combat Sports,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,73,Combat Sports
Leyla Akhmerova,F,Soviet Union,URS,1980,Moskva,Team Ball Sports,Hockey,Hockey Women's Hockey,Bronze,38,Team Ball Sports
Igor Akhremchik,M,Soviet Union,URS,1960,Roma,Water Sports,Rowing,Rowing Men's Coxless Fours,Bronze,52,Water Sports
John Akii-bua,M,Uganda,UGA,1972,Munich,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Gold,7,Athletics
Anatoly Akimov,M,Soviet Union,URS,1972,Munich,Team Ball Sports,Water Polo,Water Polo Men's Water Polo,Gold,71,Team Ball Sports
Vladimir Akimov,M,Soviet Union,URS,1980,Moskva,Team Ball Sports,Water Polo,Water Polo Men's Water Polo,Gold,71,Team Ball Sports
Morolake Akinosun,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,7,Athletics
Foluke Akinradewo,F,United States,USA,2012,London,Team Ball Sports,Volleyball,Volleyball Women's Volleyball,Silver,70,Team Ball Sports
Khadzhimurat Akkayev,M,Russia,RUS,2004,Athina,Endurance Sports,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,72,Endurance Sports
Khadzhimurat Akkayev,M,Russia,RUS,2008,Beijing,Endurance Sports,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,72,Endurance Sports
Marina Akobiya,F,Russia,RUS,2000,Sydney,Team Ball Sports,Water Polo,Water Polo Women's Water Polo,Bronze,71,Team Ball Sports
Artur Akoyev,M,Unified Team,EUN,1992,Barcelona,Endurance Sports,Weightlifting,Weightlifting Men's Heavyweight II,Silver,72,Endurance Sports
Monica Aksamit,F,United States,USA,2016,Rio de Janeiro,Weapon Sports,Fencing,"Fencing Women's Sabre, Team",Bronze,32,Weapon Sports
Liudmyla (shapovalova-),F,Soviet Union,URS,1976,Montreal,Athletics,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,7,Athletics
Aleksandr Aksinin,M,Soviet Union,URS,1976,Montreal,Athletics,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,7,Athletics
Aleksandr Aksinin,M,Soviet Union,URS,1980,Moskva,Athletics,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,7,Athletics
Nikolay Aksyonov,M,Russia,RUS,1996,Atlanta,Water Sports,Rowing,Rowing Men's Coxed Eights,Bronze,52,Water Sports
Irina Aksyonova,F,Soviet Union,URS,1980,Moskva,Water Sports,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,61,Water Sports
Vladyslav Akymenko,M,Soviet Union,URS,1976,Montreal,Other Traditional Sports,Sailing,Sailing Mixed Two Person Keelboat,Silver,55,Other Traditional Sports
Naser Shami,M,Syria,SYR,2004,Athina,Combat Sports,Boxing,Boxing Men's Heavyweight,Bronze,13,Combat Sports
Nasser Al-attiya,M,Qatar,QAT,2012,London,Weapon Sports,Shooting,Shooting Men's Skeet,Bronze,56,Weapon Sports
Fehaid Al-deehani,M,Kuwait,KUW,2000,Sydney,Weapon Sports,Shooting,Shooting Men's Double Trap,Bronze,56,Weapon Sports
Fehaid Al-deehani,M,Kuwait,KUW,2012,London,Weapon Sports,Shooting,Shooting Men's Trap,Bronze,56,Weapon Sports
Fehaid Al-deehani,M,Individual Olympic Athletes,IOA,2016,Rio de Janeiro,Weapon Sports,Shooting,Shooting Men's Double Trap,Gold,56,Weapon Sports
Ramzy Al-duhami,M,Saudi Arabia,KSA,2012,London,Equestrian,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,31,Equestrian
Khaled Al-eid,M,Saudi Arabia,KSA,2000,Sydney,Equestrian,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,31,Equestrian
Ahmed Al-maktoum,M,United Arab Emirates,UAE,2004,Athina,Weapon Sports,Shooting,Shooting Men's Double Trap,Gold,56,Weapon Sports
Abdullah Al-rashidi,M,Individual Olympic Athletes,IOA,2016,Rio de Janeiro,Weapon Sports,Shooting,Shooting Men's Skeet,Bronze,56,Weapon Sports
Hadi Jaadan,M,Saudi Arabia,KSA,2000,Sydney,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Silver,7,Athletics
Marina Neira,F,Spain,ESP,2012,London,Other Traditional Sports,Sailing,Sailing Women's Windsurfer,Gold,55,Other Traditional Sports
Armenak Alachachyan,M,Soviet Union,URS,1964,Tokyo,Team Ball Sports,Basketball,Basketball Men's Basketball,Silver,10,Team Ball Sports
Arsen Alakhverdiyev,M,Soviet Union,URS,1972,Munich,Combat Sports,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,73,Combat Sports
Noor Alam,M,Pakistan,PAK,1956,Melbourne,Team Ball Sports,Hockey,Hockey Men's Hockey,Silver,38,Team Ball Sports
Vladan Alanovi,M,Croatia,CRO,1992,Barcelona,Team Ball Sports,Basketball,Basketball Men's Basketball,Silver,10,Team Ball Sports
Fabio Albarelli,M,Italy,ITA,1968,Mexico City,Other Traditional Sports,Sailing,Sailing Mixed One Person Dinghy,Bronze,55,Other Traditional Sports
Pierre Albarran,M,France-3,FRA,1920,Antwerpen,Racket Sports,Tennis,Tennis Men's Doubles,Bronze,65,Racket Sports
Ruslan Albegov,M,Russia,RUS,2012,London,Endurance Sports,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,72,Endurance Sports
David Aliqus,M,Spain,ESP,2000,Sydney,Team Ball Sports,Football,Football Men's Football,Silver,34,Team Ball Sports
Reinhard Alber,M,West Germany,FRG,1984,Los Angeles,Cycling Sports,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,20,Cycling Sports
Alberto Samaritani,M,Italy,ITA,1976,Montreal,Team Ball Sports,Water Polo,Water Polo Men's Water Polo,Silver,71,Team Ball Sports
Auguste Albert,M,Martha-1,FRA,1900,Paris,Other Traditional Sports,Sailing,Sailing Mixed 1-2 Ton,Silver,55,Other Traditional Sports
Auguste Albert,M,Martha-1,FRA,1900,Paris,Other Traditional Sports,Sailing,Sailing Mixed 1-2 Ton,Bronze,55,Other Traditional Sports
Flrin Albert,M,Hungary,HUN,1960,Roma,Team Ball Sports,Football,Football Men's Football,Bronze,34,Team Ball Sports
Georg Albertsen,M,Denmark,DEN,1920,Antwerpen,Gymnastics,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold,36,Gymnastics
Ebbe (-andersson),M,Sweden,SWE,1948,London,Athletics,Athletics,"Athletics Men's 10,000 metres",Bronze,7,Athletics
Abramo Albini,M,Italy,ITA,1968,Mexico City,Water Sports,Rowing,Rowing Men's Coxless Fours,Bronze,52,Water Sports
Islam-Beka Albiyev,M,Russia,RUS,2008,Beijing,Combat Sports,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,73,Combat Sports
mile Albrecht,M,Switzerland,SUI,1924,Paris,Water Sports,Rowing,Rowing Men's Coxless Fours,Bronze,52,Water Sports
mile Albrecht,M,Switzerland,SUI,1924,Paris,Water Sports,Rowing,Rowing Men's Coxed Fours,Gold,52,Water Sports
John Albrechtson,M,Sweden,SWE,1976,Montreal,Other Traditional Sports,Sailing,Sailing Mixed Two Person Keelboat,Gold,55,Other Traditional Sports
David Albritton,M,United States,USA,1936,Berlin,Athletics,Athletics,Athletics Men's High Jump,Silver,7,Athletics
Anatoly Albul,M,Soviet Union,URS,1960,Roma,Combat Sports,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,73,Combat Sports
Aldair Santos,M,Brazil,BRA,1996,Atlanta,Team Ball Sports,Football,Football Men's Football,Bronze,34,Team Ball Sports
Andrs Cabrera,M,Cuba,CUB,1976,Montreal,Combat Sports,Boxing,Boxing Men's Light-Welterweight,Silver,13,Combat Sports
Andrs Cabrera,M,Cuba,CUB,1980,Moskva,Combat Sports,Boxing,Boxing Men's Welterweight,Gold,13,Combat Sports
Cyril Alden,M,Great Britain,GBR,1920,Antwerpen,Cycling Sports,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,20,Cycling Sports
Cyril Alden,M,Great Britain,GBR,1920,Antwerpen,Cycling Sports,Cycling,Cycling Men's 50 kilometres,Silver,20,Cycling Sports
Cyril Alden,M,Great Britain,GBR,1924,Paris,Cycling Sports,Cycling,Cycling Men's 50 kilometres,Silver,20,Cycling Sports
Frederick Alderman,M,United States,USA,1928,Amsterdam,Athletics,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,7,Athletics
Joan (-braskamp),F,United States,USA,1952,Helsinki,Water Sports,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,61,Water Sports
David Biosca,M,Spain,ESP,2008,Beijing,Team Ball Sports,Hockey,Hockey Men's Hockey,Silver,38,Team Ball Sports
Jo Aleh,F,New Zealand,NZL,2012,London,Other Traditional Sports,Sailing,Sailing Women's Two Person Dinghy,Gold,55,Other Traditional Sports
Jo Aleh,F,New Zealand,NZL,2016,Rio de Janeiro,Other Traditional Sports,Sailing,Sailing Women's Two Person Dinghy,Silver,55,Other Traditional Sports
Virgilijus Alekna,M,Lithuania,LTU,2000,Sydney,Athletics,Athletics,Athletics Men's Discus Throw,Gold,7,Athletics
Virgilijus Alekna,M,Lithuania,LTU,2004,Athina,Athletics,Athletics,Athletics Men's Discus Throw,Gold,7,Athletics
Virgilijus Alekna,M,Lithuania,LTU,2008,Beijing,Athletics,Athletics,Athletics Men's Discus Throw,Bronze,7,Athletics
Rumen Aleksandrov,M,Bulgaria,BUL,1980,Moskva,Endurance Sports,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,72,Endurance Sports
Larisa Aleksandrova-popova,F,Soviet Union,URS,1976,Montreal,Water Sports,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver,52,Water Sports
Larisa Aleksandrova-popova,F,Soviet Union,URS,1980,Moskva,Water Sports,Rowing,Rowing Women's Double Sculls,Gold,52,Water Sports
Artur Aleksanyan,M,Armenia,ARM,2012,London,Combat Sports,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,73,Combat Sports
Artur Aleksanyan,M,Armenia,ARM,2016,Rio de Janeiro,Combat Sports,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,73,Combat Sports
Vasily Alekseyev,M,Soviet Union,URS,1972,Munich,Endurance Sports,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,72,Endurance Sports
